Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,KC middle,KC low,KC high,BB high,BB low,BB middle,MOMSQZE,vol_avg,10_ma
2010-11-04,143.05937974345454,169.55731683969867,143.05937974345454,168.4020233154297,479716245,0.0,0,,,,,,,,,
2010-11-08,172.94939676778657,174.96501247828104,161.9864360783376,162.6009521484375,46932779,0.0,0,,,,,,,,,
2010-11-09,162.30602148126076,163.903763657744,159.77421764832403,160.2904052734375,23741956,0.0,0,,,,,,,,,
2010-11-10,159.97080802206548,161.15067578503403,157.340676444452,158.69261169433594,21057129,0.0,0,,,,,,,,,
2010-11-11,158.79097863945935,165.64898511124542,158.2256267625177,161.51942443847656,26548372,0.0,0,,,,,,,,,
2010-11-12,162.2322677044137,163.68253185623908,156.33291251516226,157.38987731933594,15004107,0.0,0,,,,,,,,,
2010-11-15,157.90607261065253,158.74180555551476,154.8826412134635,155.9396209716797,9917395,0.0,0,,,,,,,,,
2010-11-16,157.3161494558266,159.2580266768068,155.39886188490112,156.3574981689453,12100114,0.0,0,,,,,,,,,
2010-11-18,157.11951366626994,161.71609809588728,152.40002598988653,160.70828247070312,23983896,0.0,0,,,,,,,,,
2010-11-19,162.3551614462743,167.12381261327928,161.2981967038906,163.97747802734375,51723739,0.0,0,,,,,,,,,160.5878173828125
2010-11-22,165.1819676133753,165.67358061222464,154.85809463753935,163.8791961669922,11494521,0.0,0,,,,,,,,,160.13553466796876
2010-11-23,162.47807417063248,163.41213574169674,156.08710604894347,157.38987731933594,13147667,0.0,0,,,,,,,,,159.6144271850586
2010-11-24,161.91275017037646,161.91275017037646,152.40003528963322,152.79331970214844,16243562,0.0,0,,,,,,,,,158.86471862792968
2010-11-25,154.36648998561623,156.50500964681277,152.9408152124315,153.97320556640625,6489260,0.0,0,,,,,,,,,158.3927780151367
2010-11-26,154.85807496842352,155.34968790483123,147.97549385871582,153.7273712158203,13657322,0.0,0,,,,,,,,,157.6135726928711
2010-11-29,153.0882632915121,157.1686596092839,151.51511091834325,156.06253051757812,6493219,0.0,0,,,,,,,,,157.4808380126953
2010-11-30,154.85805863184285,156.824510170025,153.38321997820626,155.9641876220703,6050064,0.0,0,,,,,,,,,157.48329467773436
2010-12-01,155.84129557312093,158.54516663196057,154.8580697335429,157.78317260742188,5053942,0.0,0,,,,,,,,,157.62586212158203
2010-12-02,158.3977289210719,160.2412778377378,157.88152622270172,159.70050048828125,6143344,0.0,0,,,,,,,,,157.52508392333985
2010-12-03,156.38206759450932,160.1183286614516,156.38206759450932,158.2747802734375,2453815,0.0,0,159.32045689600963,146.63350207440965,172.0074117176096,166.43152795251854,151.11110357824316,158.77131576538085,,,156.9548141479492
2010-12-06,157.80775763708598,159.72504514986642,156.57872525673486,157.51278686523438,2895539,0.0,0,159.1482978454596,147.10077452739333,171.1958211635259,164.49261562545027,151.9610922602919,158.2268539428711,SQZE,,156.31817321777345
2010-12-07,157.56195333003998,158.66808248758315,155.96421121358873,157.31614685058594,3484977,0.0,0,158.97380727451926,147.5902620334607,170.35735251557782,163.90566072908916,152.01956662686786,157.9626136779785,SQZE,,156.31080017089843
2010-12-08,156.62789021847357,158.64350633138685,155.96420972969474,156.75079345703125,2877153,0.0,0,158.76209167285373,147.9810416355626,169.54314171014485,163.6511679000127,151.9200982743037,157.7856330871582,SQZE,,156.70654754638673
2010-12-09,156.3329420873438,157.31616813820762,151.90842485845673,153.97320556640625,5313081,0.0,0,158.3060072817635,147.52151359225132,169.09050097127567,163.6261888755157,151.4731366860077,157.5496627807617,SQZE,,156.70654754638673
2010-12-10,153.3832271229242,158.2993561973769,153.3832271229242,155.98876953125,5799900,0.0,0,158.08531797219078,147.39604783673929,168.77458810764227,163.1001158742934,151.44614419650736,157.27313003540038,SQZE,,156.93268737792968
2010-12-13,156.33286693646292,159.4546111478674,155.84125414735453,158.8646697998047,2809522,0.0,0,158.15954195577305,147.81652743376412,168.50255647778198,163.2150795752951,151.47865974355253,157.34686965942382,SQZE,,157.21290130615233
2010-12-14,159.50386331339377,162.72392285516204,158.66811511028263,159.92172241210938,7075931,0.0,0,158.32736866590034,148.20749404711643,168.44724328468425,163.4795419438128,151.61240751907783,157.5459747314453,SQZE,,157.60865478515626
2010-12-15,160.06914878485452,162.2322423489403,158.79095235972036,161.17527770996094,5380352,0.0,0,158.59859809866802,148.8024529439185,168.39474325341754,163.89644492005834,151.67728249693386,157.7868637084961,SQZE,,157.94786529541017
2010-12-16,160.63453065260796,160.75743388952657,156.03794659128508,157.6602783203125,2893052,0.0,0,158.5092343102532,148.66523744724347,168.3532311732629,163.59519722619288,151.67372977576022,157.63446350097655,SQZE,,157.74384307861328
2010-12-20,158.79099177107028,158.79099177107028,154.88266259786096,155.34970092773438,2905355,0.0,0,158.2083263690609,148.56706335771028,167.84958938041152,162.4740539205714,151.93209537142076,157.20307464599608,SQZE,,157.45133514404296
2010-12-21,156.72621022619091,156.72621022619091,152.98996362329243,154.0223388671875,4427901,0.0,0,157.809660892692,148.38527486189673,167.23404692348726,161.17352008236088,152.24694347965084,156.71023178100586,SQZE,,157.10229034423827
2010-12-22,154.90723957326964,157.16866208584713,153.72737152409238,154.3910369873047,5425074,0.0,0,157.4840776636075,148.31387212354082,166.6542832036742,161.12256565635934,151.99801387244926,156.5602897644043,SQZE,,156.80977935791014
2010-12-23,154.88264060708028,155.32510422638515,153.383227239368,153.8502655029297,3326534,0.0,0,157.13800031497152,148.49643993150806,165.77956069843498,161.02154079952234,152.2047333093644,156.61313705444337,SQZE,,156.5197265625
2010-12-24,153.8748594983972,154.31730817050885,152.44918488699864,153.4569854736328,1859093,0.0,0,156.78742747293927,148.63639847112012,164.93845647475842,161.06278911586713,152.11186298374224,156.5873260498047,SQZE,,156.46810455322264
