Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,KC middle,KC low,KC high,BB high,BB low,BB middle,MOMSQZE,vol_avg,10_ma
2006-08-28,105.80336829268508,115.55108744441038,101.94489612846048,112.55569458007812,60664652,0.0,0.0,,,,,,,,,
2006-08-29,112.70801064374832,114.5154053219281,108.7581508548274,109.51969146728516,15716452,0.0,0.0,,,,,,,,,
2006-08-30,109.05261872731117,110.25078094874243,105.90491744188598,107.24522399902344,8139932,0.0,0.0,,,,,,,,,
2006-08-31,106.61566683272945,110.47413858477108,104.58489222639174,109.34706115722656,6683960,0.0,0.0,,,,,,,,,
2006-09-01,109.45877071348677,111.4895456803418,108.66676351846661,110.03753662109375,4704780,0.0,0.0,,,,,,,,,
2006-09-04,110.06798572319336,111.48952797423091,91.95347341671331,110.4639892578125,2999152,0.0,0.0,,,,,,,,,
2006-09-05,110.47415204810105,112.9110818726915,109.35722587849708,112.24092864990234,3824532,0.0,0.0,,,,,,,,,
2006-09-06,112.64707436457311,114.2310761414279,109.25567815837904,109.91567993164062,3830444,0.0,0.0,,,,,,,,,
2006-09-07,110.67720895754836,110.67720895754836,107.63104724312042,109.11351013183594,1404644,0.0,0.0,,,,,,,,,
2006-09-08,109.41813720297539,110.65691719382883,107.94582556100411,108.60582733154297,1078636,0.0,0.0,,,,,,,,,109.90451431274414
2006-09-11,109.65169596679164,110.6772348381535,108.08799677542605,108.83938598632812,1681864,0.0,0.0,,,,,,,,,109.53288345336914
2006-09-12,108.83937234173838,111.05290932408259,108.44336879693387,109.22521209716797,2056784,0.0,0.0,,,,,,,,,109.50343551635743
2006-09-13,109.86491335798121,111.48953314885709,109.86491335798121,110.61630249023438,1607788,0.0,0.0,,,,,,,,,109.84054336547851
2006-09-14,110.71784467603018,113.21569520333694,110.6975294910922,111.66214752197266,2138440,0.0,0.0,,,,,,,,,110.07205200195312
2006-09-15,111.72307695265114,112.50492026732087,109.45875816622012,109.70245361328125,839132,0.0,0.0,,,,,,,,,110.03854370117188
2006-09-18,110.47417112805924,114.12956649626709,110.47417112805924,110.98186492919922,897504,0.0,0.0,,,,,,,,,110.09033126831055
2006-09-19,111.29659630299318,126.68986485343925,110.98182872793436,118.64800262451172,19172256,0.0,0.0,,,,,,,,,110.73103866577148
2006-09-20,117.74432557140513,124.66927537900082,116.41417049823976,122.87203216552734,9057312,0.0,0.0,,,,,,,,,112.02667388916015
2006-09-21,117.17571134846949,127.32958581540792,117.17571134846949,123.6640396118164,7104400,0.0,0.0,,,,,,,,,113.4817268371582
2006-09-22,126.92344909638733,126.92344909638733,120.47573788229084,122.0800552368164,2906004,0.0,0.0,114.32898598979253,101.1057749368646,127.55219704272045,122.26600384234786,102.46766009808184,112.36683197021485,,,114.82914962768555
2006-09-25,120.88183994418144,124.22246613937705,119.82583483150921,120.53660583496094,2542148,0.0,0.0,114.92018787980857,102.13997167059986,127.70040408901727,123.28721592180396,102.244539144114,112.76587753295898,SQZE,,115.99887161254883
2006-09-26,121.80589223162231,127.12652565660727,120.62804511186057,125.42066955566406,6943500,0.0,0.0,115.92023375369956,103.10005520108247,128.74041230631667,125.31215436827523,101.80969850648063,113.56092643737793,TRNDu,,117.61841735839843
