Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,KC middle,KC low,KC high,BB high,BB low,BB middle,MOMSQZE,vol_avg
2004-11-05,42.379807097153794,42.379807097153794,33.711208286998506,36.38402557373047,279042883,0.0,0.0,,,,,,,,
2004-11-08,36.98601665845898,37.852876423891615,36.11915689302635,36.21547317504883,82638332,0.0,0.0,,,,,,,,
2004-11-09,36.167319045480724,36.64890712262289,35.902445933733325,36.26363754272461,44953063,0.0,0.0,,,,,,,,
2004-11-10,36.35994919064028,36.57666412835087,36.11915628509852,36.14323425292969,20896119,0.0,0.0,,,,,,,,
2004-11-11,36.287704549588,36.311784717757995,35.78203644978383,35.85427474975586,19153711,0.0,0.0,,,,,,,,
2004-11-12,36.11914880361178,39.682903349209546,35.46900412514676,35.950592041015625,5104155,0.0,0.0,,,,,,,,
2004-11-15,35.950592041015625,35.950592041015625,35.950592041015625,35.950592041015625,0,0.0,0.0,,,,,,,,
2004-11-16,35.974673688775894,36.02283182098315,35.25229068297718,35.4690055847168,15905272,0.0,0.0,,,,,,,,
2004-11-17,35.49308535022799,36.21546839269584,35.396769080924344,35.44492721557617,24043420,0.0,0.0,,,,,,,,
2004-11-18,36.11915028993564,38.454853872326154,35.39676728413693,35.4690055847168,21545230,0.0,0.0,,,,,,,,
2004-11-19,35.469005368189514,36.04691176930054,35.39676706805063,35.42084503173828,19074889,0.0,0.0,,,,,,,,
2004-11-22,35.444925118093714,36.14322794964395,34.67438398657144,35.85427474975586,33741682,0.0,0.0,,,,,,,,
2004-11-23,36.11915374371933,36.84153681859372,36.09507357304412,36.52850341796875,35706926,0.0,0.0,,,,,,,,
2004-11-24,36.86561672403988,37.56392186951147,36.697062134061206,37.46760559082031,36985500,0.0,0.0,,,,,,,,
2004-11-25,37.51574686743709,38.0454972159454,36.98600092800367,37.10639953613281,28246130,0.0,0.0,,,,,,,,
2004-11-26,37.10639953613281,37.10639953613281,37.10639953613281,37.10639953613281,0,0.0,0.0,,,,,,,,
2004-11-29,37.1786583274643,37.56392791329281,36.961941154195095,37.22681427001953,17041910,0.0,0.0,,,,,,,,
2004-11-30,37.51576712943147,38.3826269943663,37.010098874886154,38.09367370605469,47944693,0.0,0.0,,,,,,,,
2004-12-01,38.28630548518069,38.76789570311418,38.04551258075228,38.38262176513672,40466184,0.0,0.0,,,,,,,,
2004-12-02,38.76789112028758,39.17723856851846,38.50301587037407,38.74380874633789,21840421,0.0,0.0,36.935030903082506,34.365249108560576,39.504812697604436,38.52256609128667,34.58500531984614,36.553785705566405,,
2004-12-03,38.8882891363497,38.96052744707299,38.16590602911672,38.33446502685547,15302190,0.0,0.0,37.06831034344184,34.59658244478085,39.540038242102824,38.764706394786785,34.53790896165853,36.65130767822266,TRNDu,
2004-12-06,39.297638386421504,39.538431269587385,38.3585404102754,38.478939056396484,13179942,0.0,0.0,37.2026559351518,34.737307577810526,39.66800429249308,39.01065066874674,34.518311275833334,36.76448097229004,TRNDu,
2004-12-07,38.62341451289406,39.36987551473521,38.31037892415732,38.74380874633789,25779588,0.0,0.0,37.349432393360004,34.91871955363728,39.78014523308273,39.279544670380275,34.497434394561125,36.8884895324707,TRNDu,
2004-12-08,38.8642093654331,39.10500225364328,38.31038087256565,38.527095794677734,26046708,0.0,0.0,37.461590812533125,35.11502498056715,39.8081566444991,39.474713562787834,34.54065165632837,37.0076826095581,TRNDu,
2004-12-09,38.478939862481525,38.6956547845936,38.33446324774013,38.527095794677734,11302275,0.0,0.0,37.56306747749928,35.378919921359206,39.74721503363936,39.633402181438804,34.6492451421696,37.1413236618042,TRNDu,
2004-12-10,39.29764244764719,39.29764244764719,37.90103652643041,38.04551315307617,11900146,0.0,0.0,37.60901468469708,35.36396069992766,39.8540686694665,39.70503530725244,34.78710412756201,37.246069717407224,TRNDu,
2004-12-13,38.117750094685576,38.527097582733205,37.97327347323898,38.33446502685547,8461089,0.0,0.0,37.67810519347407,35.54679178528274,39.80941860166539,39.79239164016081,34.93813509323763,37.36526336669922,TRNDu,
2004-12-14,38.575258633669684,39.36988006619846,38.43078200957354,39.29764175415039,19229175,0.0,0.0,37.83234677068133,35.70708169544054,39.95761184592212,39.959199210124766,35.15419114021704,37.5566951751709,TRNDu,
2004-12-15,39.49027728508572,40.69424616934143,39.466194909228584,40.50161361694336,28750713,0.0,0.0,38.086562660801526,35.89450321004661,40.278622111556444,40.33121960448267,35.28783938599585,37.80952949523926,TRNDu,
2004-12-16,40.694244933704,40.935042230504784,40.21265915825515,40.35713577270508,11662995,0.0,0.0,38.302807719078054,36.1854775989487,40.420137839207406,40.56838066570402,35.539491343573324,38.05393600463867,TRNDu,
2004-12-17,40.50160560050728,40.549761524537104,39.731062316198226,39.97185516357422,10503541,0.0,0.0,38.46176461855388,36.392427668769685,40.53110156833807,40.61908446363542,35.94388855882552,38.28148651123047,TRNDu,
2004-12-20,39.971859811144455,40.42937200615258,39.971859811144455,40.09225845336914,7543022,0.0,0.0,38.61704974567915,36.663143122357695,40.5709563690006,40.67564753831876,36.3111238545035,38.49338569641113,TRNDu,
2004-12-21,40.21265484625986,40.83871716902608,40.188572473716306,40.69424057006836,12386305,0.0,0.0,38.81487744324002,36.90706973911933,40.722685147360714,40.88921296456744,36.514132143464785,38.70167255401611,TRNDu,
2004-12-22,40.91096143526353,40.91096143526353,39.923707471114525,40.04410171508789,10146313,0.0,0.0,38.93194642151124,37.01746869497282,40.846424148049664,41.01562634534235,36.64536837511664,38.830497360229494,TRNDu,
2004-12-23,39.971859811144455,40.453449970967064,39.971859811144455,40.09225845336914,6996610,0.0,0.0,39.04245232930724,37.22310434345813,40.861800315156344,41.079680945306876,36.879899666875744,38.97979030609131,TRNDu,
2004-12-24,40.33305278194997,40.64608838119766,40.116337863582935,40.28489685058594,6717558,0.0,0.0,39.16078037895283,37.41260120612293,40.90895955178273,41.12548497931274,37.15194536431519,39.13871517181396,TRNDu,
